post_id,posted_at,date,year_month,hour,weekday,is_weekend,time_slot,platform,content_type,content_family,category,rate_valid,is_vertical,vertical_segment,influencer_tier,tier_rank,follower_count,follower_band,likes,comments,shares,saves,views,engagement_total,engagement_core,er_follower_reported,er_follower,er_view,deep_rate,save_rate,share_rate,comment_rate,like_rate,eng_per_1k_fans,reach_ratio,hashtag_count,hashtag_bucket,content_length,sentiment,has_media,is_verified
POST_02179,2024-12-21 08:14:00,2024-12-21,2024-12,8,Saturday,1,06-11 Morning,LinkedIn,Document,Text / long-form,Fitness,1,1,Fitness,Macro,3,275028,200k-1M,66,110,309,242,22465,727,485,0.18,0.264337,3.236145,2.452704,1.077231,1.375473,0.489651,0.29379,2.643367,0.081683,3,1-5,1642,Neutral,1,0
POST_02222,2024-12-21 12:55:00,2024-12-21,2024-12,12,Saturday,1,12-17 Afternoon,Facebook,Story,Story / interactive,Technology,1,0,Other,Mid-tier,2,56873,50k-200k,1863,299,458,340,40824,2960,2620,4.61,5.204579,7.250637,1.954733,0.832843,1.121889,0.732412,4.563492,52.045786,0.71781,27,21-30,1277,Positive,1,0
POST_02299,2024-12-21 15:34:00,2024-12-21,2024-12,15,Saturday,1,12-17 Afternoon,Instagram,Photo,Static image,Gaming,1,0,Other,Mid-tier,2,89616,50k-200k,1534,307,180,534,6625,2555,2021,2.26,2.851053,38.566038,10.777358,8.060377,2.716981,4.633962,23.154717,28.510534,0.073927,2,1-5,153,Positive,1,1
POST_04932,2024-12-21 15:39:00,2024-12-21,2024-12,15,Saturday,1,12-17 Afternoon,Twitter,Thread,Text / long-form,Business,1,0,Other,Macro,3,158524,50k-200k,847,138,1261,256,11354,2502,2246,1.42,1.57831,22.036287,13.36093,2.254712,11.106218,1.215431,7.459926,15.783099,0.071623,14,11-20,510,Positive,1,1
POST_00818,2024-12-21 22:04:00,2024-12-21,2024-12,22,Saturday,1,18-23 Evening,Twitter,Poll,Story / interactive,Fashion,0,0,Other,Macro,3,176259,50k-200k,2317,96,1324,264,1183,4001,3737,2.12,2.269955,338.207946,134.234996,22.316145,111.91885,8.114962,195.857988,22.69955,0.006712,28,21-30,1677,Negative,1,0
POST_01311,2024-12-22 02:28:00,2024-12-22,2024-12,2,Sunday,1,00-05 Late night,Instagram,Photo,Static image,Food,1,0,Other,Macro,3,124015,50k-200k,3705,183,171,518,29330,4577,4059,3.27,3.690683,15.605182,2.349131,1.76611,0.583021,0.623935,12.632117,36.906826,0.236504,10,6-10,1129,Neutral,1,1
POST_01035,2024-12-22 03:11:00,2024-12-22,2024-12,3,Sunday,1,00-05 Late night,Instagram,Carousel,Static image,Technology,1,0,Other,Macro,3,202674,200k-1M,2429,156,283,658,12295,3526,2868,1.42,1.73974,28.678325,7.653518,5.351769,2.301749,1.268808,19.755998,17.397397,0.060664,23,21-30,1700,Positive,1,0
POST_03203,2024-12-22 09:44:00,2024-12-22,2024-12,9,Sunday,1,06-11 Morning,Instagram,Reel,Short video,Business,1,0,Other,Macro,3,108625,50k-200k,9484,174,284,209,44659,10151,9942,9.15,9.344994,22.730021,1.103921,0.467991,0.63593,0.389619,21.236481,93.449942,0.41113,7,6-10,149,Positive,1,0
POST_00392,2024-12-22 13:21:00,2024-12-22,2024-12,13,Sunday,1,12-17 Afternoon,Twitter,Retweet,Text / long-form,Fashion,1,0,Other,Macro,3,208596,200k-1M,699,263,1396,362,30520,2720,2358,1.13,1.303956,8.912189,5.760157,1.186107,4.57405,0.86173,2.290301,13.03956,0.146312,17,11-20,1097,Negative,1,1
POST_01249,2024-12-22 15:06:00,2024-12-22,2024-12,15,Sunday,1,12-17 Afternoon,YouTube,Short,Short video,Sports,1,1,Sports,Macro,3,470772,200k-1M,18329,597,462,2849,540006,22237,19388,4.12,4.723518,4.117917,0.613141,0.527587,0.085555,0.110554,3.394222,47.23518,1.147065,24,21-30,305,Positive,0,1
POST_04205,2024-12-22 16:45:00,2024-12-22,2024-12,16,Sunday,1,12-17 Afternoon,Instagram,Carousel,Static image,Food,1,0,Other,Macro,3,224769,200k-1M,1547,161,90,471,26055,2269,1798,0.8,1.009481,8.708501,2.153138,1.807714,0.345423,0.617924,5.93744,10.094808,0.115919,5,1-5,958,Positive,1,0
POST_02748,2024-12-22 19:36:00,2024-12-22,2024-12,19,Sunday,1,18-23 Evening,Instagram,Story,Story / interactive,Education,1,0,Other,Macro,3,119971,50k-200k,8060,182,152,568,34096,8962,8394,7.0,7.470139,26.284608,2.111685,1.665885,0.4458,0.533787,23.639137,74.701386,0.284202,12,11-20,1484,Neutral,1,0
POST_00727,2024-12-23 00:26:00,2024-12-23,2024-12,0,Monday,0,00-05 Late night,Instagram,Story,Story / interactive,Health,1,1,Health,Macro,3,229734,200k-1M,9719,285,60,880,11648,10944,10064,4.38,4.76377,93.956044,8.070055,7.554945,0.51511,2.446772,83.439217,47.637703,0.050702,1,1-5,1332,Neutral,1,0
POST_02625,2024-12-23 01:09:00,2024-12-23,2024-12,1,Monday,0,00-05 Late night,Twitter,Retweet,Text / long-form,Travel,1,0,Other,Macro,3,210515,200k-1M,1090,208,1903,487,48553,3688,3201,1.52,1.751894,7.595823,4.922456,1.003028,3.919428,0.428398,2.244969,17.518942,0.230639,23,21-30,1369,Positive,1,0
POST_03738,2024-12-23 02:55:00,2024-12-23,2024-12,2,Monday,0,00-05 Late night,TikTok,Stitch,Short video,Technology,1,0,Other,Macro,3,433235,200k-1M,35068,465,55,1983,276153,37571,35588,8.21,8.672199,13.605139,0.737997,0.71808,0.019916,0.168385,12.698758,86.721987,0.637421,19,11-20,562,Negative,1,1
POST_00142,2024-12-23 02:56:00,2024-12-23,2024-12,2,Monday,0,00-05 Late night,Twitter,Poll,Story / interactive,Gaming,1,0,Other,Micro,1,18656,10k-50k,4339,257,184,116,7163,4896,4780,25.62,26.243568,68.351249,4.188189,1.619433,2.568756,3.587882,60.575178,262.435678,0.383952,21,21-30,1428,Neutral,1,1
POST_00645,2024-12-23 11:46:00,2024-12-23,2024-12,11,Monday,0,06-11 Morning,Instagram,Story,Story / interactive,Lifestyle,1,0,Other,Macro,3,104789,50k-200k,3653,465,110,253,18100,4481,4228,4.03,4.276212,24.756906,2.005525,1.39779,0.607735,2.569061,20.18232,42.762122,0.172728,9,6-10,213,Positive,0,0
POST_04699,2024-12-23 11:54:00,2024-12-23,2024-12,11,Monday,0,06-11 Morning,Instagram,Photo,Static image,Fitness,1,1,Fitness,Macro,3,217465,200k-1M,7890,470,276,543,12381,9179,8636,3.97,4.220909,74.137792,6.614975,4.385752,2.229222,3.796139,63.726678,42.209091,0.056933,12,11-20,1824,Positive,1,1
POST_04830,2024-12-23 13:30:00,2024-12-23,2024-12,13,Monday,0,12-17 Afternoon,Facebook,Video,Short video,Gaming,1,0,Other,Macro,3,339270,200k-1M,2914,60,47,204,6423,3225,3021,0.89,0.95057,50.210182,3.907831,3.176086,0.731745,0.934143,45.368208,9.505703,0.018932,4,1-5,333,Positive,1,0
POST_04803,2024-12-23 14:29:00,2024-12-23,2024-12,14,Monday,0,12-17 Afternoon,YouTube,Live,Live,Sports,1,1,Sports,Macro,3,138010,50k-200k,1497,519,373,1971,445281,4360,2389,1.73,3.159191,0.979157,0.526409,0.442642,0.083767,0.116556,0.336192,31.591914,3.22644,22,21-30,269,Neutral,1,0
POST_04439,2024-12-23 22:36:00,2024-12-23,2024-12,22,Monday,0,18-23 Evening,YouTube,Short,Short video,Food,1,0,Other,Mid-tier,2,62515,50k-200k,2497,529,599,2408,627901,6033,3625,5.8,9.650484,0.96082,0.478897,0.3835,0.095397,0.084249,0.397674,96.504839,10.044005,13,11-20,526,Positive,1,0
POST_00686,2024-12-24 09:41:00,2024-12-24,2024-12,9,Tuesday,0,06-11 Morning,Facebook,Live,Live,Education,1,0,Other,Macro,3,192654,50k-200k,368,313,515,379,64653,1575,1196,0.62,0.817528,2.436082,1.382766,0.586206,0.79656,0.484123,0.569192,8.175278,0.335591,6,6-10,563,Neutral,1,0
POST_02719,2024-12-24 17:20:00,2024-12-24,2024-12,17,Tuesday,0,12-17 Afternoon,TikTok,Stitch,Short video,Travel,1,0,Other,Macro,3,283907,200k-1M,18884,1972,4298,1719,451918,26873,25154,8.86,9.465424,5.946433,1.331436,0.380379,0.951057,0.436362,4.178634,94.654235,1.591782,22,21-30,209,Positive,1,1
POST_02661,2024-12-24 17:51:00,2024-12-24,2024-12,17,Tuesday,0,12-17 Afternoon,Facebook,Post,Text / long-form,Fitness,1,1,Fitness,Macro,3,298491,200k-1M,1327,360,651,248,48001,2586,2338,0.78,0.866358,5.387388,1.872878,0.516656,1.356222,0.749984,2.764526,8.663578,0.160812,13,11-20,1908,Neutral,0,0
POST_04495,2024-12-24 23:11:00,2024-12-24,2024-12,23,Tuesday,0,18-23 Evening,LinkedIn,Document,Text / long-form,Sports,1,1,Sports,Macro,3,370709,200k-1M,1805,58,219,237,8687,2319,2082,0.56,0.625558,26.695062,5.249223,2.728215,2.521008,0.667664,20.778174,6.255581,0.023433,5,1-5,1548,Positive,1,0
POST_03223,2024-12-25 00:05:00,2024-12-25,2024-12,0,Wednesday,0,00-05 Late night,Instagram,Carousel,Static image,Health,1,1,Health,Macro,3,281272,200k-1M,325,35,9,724,20747,1093,369,0.13,0.388592,5.268232,3.533041,3.489661,0.04338,0.168699,1.566492,3.885918,0.073761,16,11-20,1543,Positive,1,1
POST_01318,2024-12-25 17:17:00,2024-12-25,2024-12,17,Wednesday,0,12-17 Afternoon,LinkedIn,Post,Text / long-form,Fashion,1,0,Other,Macro,3,370874,200k-1M,945,21,488,269,10123,1723,1454,0.39,0.464578,17.020646,7.47802,2.657315,4.820705,0.207448,9.335177,4.645783,0.027295,1,1-5,866,Positive,0,1
POST_03191,2024-12-26 04:00:00,2024-12-26,2024-12,4,Thursday,0,00-05 Late night,Twitter,Retweet,Text / long-form,Gaming,1,0,Other,Micro,1,34471,10k-50k,3688,84,323,418,86058,4513,4095,11.88,13.092164,5.244138,0.861047,0.485719,0.375328,0.097609,4.285482,130.921644,2.496533,27,21-30,1949,Negative,1,1
POST_01110,2024-12-26 05:08:00,2024-12-26,2024-12,5,Thursday,0,00-05 Late night,Instagram,Reel,Short video,Technology,1,0,Other,Micro,1,16536,10k-50k,5211,369,160,375,11965,6115,5740,34.71,36.979923,51.107397,4.471375,3.134141,1.337234,3.083995,43.552027,369.799226,0.723573,28,21-30,599,Positive,1,0
POST_00487,2024-12-26 07:40:00,2024-12-26,2024-12,7,Thursday,0,06-11 Morning,Instagram,Carousel,Static image,Travel,1,0,Other,Mid-tier,2,58304,50k-200k,4556,288,81,793,37031,5718,4925,8.45,9.807217,15.441117,2.360185,2.141449,0.218736,0.777727,12.303205,98.072173,0.635137,12,11-20,163,Neutral,1,0
POST_00659,2024-12-26 16:04:00,2024-12-26,2024-12,16,Thursday,0,12-17 Afternoon,Facebook,Video,Short video,Sports,0,1,Sports,Macro,3,382673,200k-1M,4947,104,941,656,3852,6648,5992,1.57,1.737253,172.58567,41.458982,17.030114,24.428868,2.699896,128.426791,17.372535,0.010066,6,6-10,571,Positive,1,1
POST_00763,2024-12-26 17:21:00,2024-12-26,2024-12,17,Thursday,0,12-17 Afternoon,Instagram,Photo,Static image,Gaming,1,0,Other,Macro,3,295456,200k-1M,728,251,32,629,40678,1640,1011,0.34,0.555074,4.031663,1.624957,1.54629,0.078667,0.617041,1.789665,5.550742,0.137679,0,0,1133,Neutral,1,0
POST_01911,2024-12-26 17:30:00,2024-12-26,2024-12,17,Thursday,0,12-17 Afternoon,Twitter,Tweet,Text / long-form,Food,1,0,Other,Micro,1,37685,10k-50k,4694,5,1764,294,97256,6757,6463,17.15,17.930211,6.947643,2.116065,0.302295,1.81377,0.005141,4.826437,179.30211,2.580762,12,11-20,1118,Neutral,1,0
POST_04783,2024-12-27 02:04:00,2024-12-27,2024-12,2,Friday,0,00-05 Late night,Facebook,Story,Story / interactive,Food,1,0,Other,Mid-tier,2,86337,50k-200k,5333,351,566,623,33657,6873,6250,7.24,7.960666,20.420715,3.532698,1.851027,1.681671,1.042874,15.845144,79.606658,0.389833,29,21-30,1654,Neutral,1,1
POST_02078,2024-12-27 11:31:00,2024-12-27,2024-12,11,Friday,0,06-11 Morning,Facebook,Live,Live,Gaming,1,0,Other,Macro,3,374825,200k-1M,55,25,657,478,31675,1215,737,0.2,0.324151,3.835833,3.583268,1.509077,2.074191,0.078927,0.173639,3.241513,0.084506,25,21-30,113,Neutral,1,0
POST_04958,2024-12-27 11:57:00,2024-12-27,2024-12,11,Friday,0,06-11 Morning,Facebook,Live,Live,Business,1,0,Other,Macro,3,445205,200k-1M,6736,265,283,481,75085,7765,7284,1.64,1.74414,10.341613,1.017513,0.640607,0.376906,0.352933,8.971166,17.441403,0.168653,29,21-30,229,Positive,1,0
POST_02197,2024-12-27 16:34:00,2024-12-27,2024-12,16,Friday,0,12-17 Afternoon,Facebook,Video,Short video,Entertainment,0,0,Other,Macro,3,245136,200k-1M,6428,175,313,614,2572,7530,6916,2.82,3.071764,292.768274,36.041991,23.872473,12.169518,6.804044,249.92224,30.717642,0.010492,25,21-30,293,Positive,1,0
POST_00791,2024-12-27 19:27:00,2024-12-27,2024-12,19,Friday,0,18-23 Evening,Instagram,Reel,Short video,Fashion,1,0,Other,Macro,3,165588,50k-200k,2427,342,276,322,22074,3367,3045,1.84,2.03336,15.253239,2.709069,1.45873,1.25034,1.549334,10.994836,20.333599,0.133307,17,11-20,272,Negative,1,0
POST_04657,2024-12-27 20:18:00,2024-12-27,2024-12,20,Friday,0,18-23 Evening,TikTok,Stitch,Short video,Travel,1,0,Other,Macro,3,473268,200k-1M,5660,1063,913,2734,471467,10370,7636,1.61,2.191148,2.199518,0.773543,0.579892,0.193651,0.225466,1.200508,21.911475,0.996195,6,6-10,533,Neutral,1,0
POST_02681,2024-12-28 02:09:00,2024-12-28,2024-12,2,Saturday,1,00-05 Late night,Twitter,Poll,Story / interactive,Sports,1,1,Sports,Macro,3,339417,200k-1M,2315,109,1910,34,82823,4368,4334,1.28,1.286913,5.273897,2.347174,0.041051,2.306123,0.131606,2.795117,12.869126,0.244015,3,1-5,1257,Positive,1,0
POST_04494,2024-12-28 03:00:00,2024-12-28,2024-12,3,Saturday,1,00-05 Late night,TikTok,Video,Short video,Fitness,1,1,Fitness,Macro,3,449635,200k-1M,18545,292,2873,176,139802,21886,21710,4.83,4.867504,15.654998,2.180942,0.125892,2.055049,0.208867,13.265189,48.675036,0.310923,21,21-30,465,Neutral,1,0
POST_02203,2024-12-28 06:57:00,2024-12-28,2024-12,6,Saturday,1,06-11 Morning,Twitter,Poll,Story / interactive,Business,1,0,Other,Macro,3,104298,50k-200k,1051,203,1245,296,79254,2795,2499,2.4,2.679821,3.526636,1.944381,0.373483,1.570899,0.256138,1.326116,26.798213,0.75988,0,0,1011,Negative,1,1
POST_01132,2024-12-28 08:50:00,2024-12-28,2024-12,8,Saturday,1,06-11 Morning,Facebook,Post,Text / long-form,Travel,1,0,Other,Macro,3,394372,200k-1M,7559,246,585,596,44414,8986,8390,2.13,2.278559,20.232359,2.659071,1.341919,1.317152,0.553879,17.019408,22.785593,0.11262,7,6-10,1730,Negative,1,0
POST_00099,2024-12-28 13:26:00,2024-12-28,2024-12,13,Saturday,1,12-17 Afternoon,Instagram,Carousel,Static image,Travel,1,0,Other,Macro,3,406184,200k-1M,1771,112,45,235,48705,2163,1928,0.47,0.532517,4.441022,0.57489,0.482497,0.092393,0.229956,3.636177,5.325173,0.119909,20,11-20,1714,Positive,1,0
POST_03465,2024-12-28 19:42:00,2024-12-28,2024-12,19,Saturday,1,18-23 Evening,Instagram,Story,Story / interactive,Lifestyle,1,0,Other,Macro,3,495432,200k-1M,5286,93,108,744,45264,6231,5487,1.11,1.25769,13.765907,1.882291,1.64369,0.2386,0.205461,11.678155,12.576903,0.091363,14,11-20,1167,Positive,0,1
POST_00933,2024-12-28 21:49:00,2024-12-28,2024-12,21,Saturday,1,18-23 Evening,YouTube,Video,Short video,Travel,1,0,Other,Macro,3,285269,200k-1M,19125,239,799,1654,132458,21817,20163,7.07,7.647869,16.470881,1.851908,1.248698,0.60321,0.180435,14.438539,76.478692,0.464327,26,21-30,336,Positive,1,0
POST_03631,2024-12-29 01:49:00,2024-12-29,2024-12,1,Sunday,1,00-05 Late night,TikTok,Video,Short video,Food,1,0,Other,Mid-tier,2,88593,50k-200k,10618,223,1328,767,86438,12936,12169,13.74,14.601605,14.96564,2.423703,0.887341,1.536361,0.257988,12.283949,146.016051,0.975675,3,1-5,399,Positive,1,0
POST_01231,2024-12-29 05:41:00,2024-12-29,2024-12,5,Sunday,1,00-05 Late night,TikTok,Stitch,Short video,Gaming,1,0,Other,Macro,3,191918,50k-200k,17526,40,864,73,278016,18503,18430,9.6,9.641097,6.655372,0.337031,0.026257,0.310773,0.014388,6.303954,96.410967,1.448619,20,11-20,82,Neutral,1,0
POST_00030,2024-12-29 06:42:00,2024-12-29,2024-12,6,Sunday,1,06-11 Morning,Instagram,Reel,Short video,Health,1,1,Health,Macro,3,385869,200k-1M,6149,146,253,35,17491,6583,6548,1.7,1.706019,37.636499,1.646561,0.200103,1.446458,0.834715,35.155223,17.060194,0.045329,3,1-5,92,Positive,1,0
POST_02808,2024-12-29 07:11:00,2024-12-29,2024-12,7,Sunday,1,06-11 Morning,Instagram,Reel,Short video,Business,1,0,Other,Macro,3,473534,200k-1M,6968,335,231,796,46306,8330,7534,1.59,1.759113,17.989029,2.217855,1.719,0.498855,0.723448,15.047726,17.591134,0.097788,25,21-30,220,Positive,1,0
POST_03238,2024-12-29 12:27:00,2024-12-29,2024-12,12,Sunday,1,12-17 Afternoon,YouTube,Short,Short video,Lifestyle,1,0,Other,Macro,3,448600,200k-1M,16275,39,1477,4458,486693,22249,17791,3.97,4.959652,4.571465,1.219455,0.915978,0.303477,0.008013,3.343997,49.596523,1.084915,16,11-20,37,Positive,1,0
POST_04833,2024-12-29 22:36:00,2024-12-29,2024-12,22,Sunday,1,18-23 Evening,Facebook,Story,Story / interactive,Business,1,0,Other,Macro,3,349320,200k-1M,2247,274,922,438,62390,3881,3443,0.99,1.111016,6.220548,2.179837,0.702036,1.477801,0.439173,3.601539,11.110157,0.178604,0,0,1475,Neutral,1,0
POST_04492,2024-12-30 00:39:00,2024-12-30,2024-12,0,Monday,0,00-05 Late night,LinkedIn,Article,Text / long-form,Lifestyle,1,0,Other,Macro,3,304041,200k-1M,1700,130,80,61,26054,1971,1910,0.63,0.648268,7.565057,0.541184,0.234129,0.307055,0.498964,6.52491,6.482678,0.085692,10,6-10,890,Positive,0,0
POST_02443,2024-12-30 04:08:00,2024-12-30,2024-12,4,Monday,0,00-05 Late night,TikTok,Stitch,Short video,Sports,0,1,Sports,Macro,3,471894,200k-1M,49806,1913,126,2323,41104,54168,51845,10.99,11.478849,131.782795,5.958058,5.651518,0.30654,4.654048,121.170689,114.788491,0.087104,23,21-30,226,Positive,1,0
POST_03267,2024-12-30 15:42:00,2024-12-30,2024-12,15,Monday,0,12-17 Afternoon,Facebook,Live,Live,Education,1,0,Other,Micro,1,32248,10k-50k,5391,241,307,745,38852,6684,5939,18.42,20.726867,17.203748,2.707711,1.917533,0.790178,0.620303,13.875734,207.268668,1.204788,11,11-20,81,Positive,1,1
POST_02363,2024-12-30 20:09:00,2024-12-30,2024-12,20,Monday,0,18-23 Evening,Twitter,Thread,Text / long-form,Entertainment,1,0,Other,Micro,1,38353,10k-50k,1916,256,456,93,32812,2721,2628,6.85,7.094621,8.292698,1.673168,0.283433,1.389735,0.780202,5.839327,70.94621,0.855526,22,21-30,856,Negative,1,0
POST_02023,2024-12-31 04:42:00,2024-12-31,2024-12,4,Tuesday,0,00-05 Late night,YouTube,Live,Live,Education,1,0,Other,Macro,3,270584,200k-1M,4103,673,674,161,269217,5611,5450,2.01,2.073663,2.084192,0.310159,0.059803,0.250356,0.249984,1.524049,20.736629,0.994948,28,21-30,562,Positive,1,1
POST_03179,2024-12-31 05:03:00,2024-12-31,2024-12,5,Tuesday,0,00-05 Late night,TikTok,Video,Short video,Education,1,0,Other,Macro,3,347909,200k-1M,42686,1163,1665,1031,61093,46545,45514,13.08,13.378498,76.187125,4.412944,1.687591,2.725353,1.903655,69.870525,133.784984,0.175601,24,21-30,236,Positive,1,0
POST_03307,2024-12-31 13:22:00,2024-12-31,2024-12,13,Tuesday,0,12-17 Afternoon,Twitter,Thread,Text / long-form,Lifestyle,1,0,Other,Macro,3,374465,200k-1M,1825,271,1526,213,27012,3835,3622,0.97,1.024128,14.197394,6.437879,0.788538,5.649341,1.003258,6.756256,10.241278,0.072135,27,21-30,1496,Positive,1,0
POST_03492,2024-12-31 22:35:00,2024-12-31,2024-12,22,Tuesday,0,18-23 Evening,Facebook,Live,Live,Fashion,1,0,Other,Macro,3,109098,50k-200k,3965,23,768,471,72293,5227,4756,4.36,4.791105,7.230299,1.713859,0.651515,1.062344,0.031815,5.484625,47.911052,0.662643,8,6-10,70,Neutral,1,0
POST_01339,2025-01-01 02:50:00,2025-01-01,2025-01,2,Wednesday,0,00-05 Late night,Instagram,Reel,Short video,Gaming,1,0,Other,Macro,3,291489,200k-1M,8541,119,221,751,40413,9632,8881,3.05,3.304413,23.833915,2.405167,1.858313,0.546854,0.29446,21.134288,33.044129,0.138643,25,21-30,30,Negative,1,1
POST_00548,2025-01-01 07:37:00,2025-01-01,2025-01,7,Wednesday,0,06-11 Morning,LinkedIn,Post,Text / long-form,Health,1,1,Health,Macro,3,214674,200k-1M,474,40,40,292,8615,846,554,0.26,0.394086,9.820081,3.853743,3.389437,0.464306,0.464306,5.502031,3.940859,0.040131,27,21-30,1481,Positive,1,0
POST_03913,2025-01-01 09:37:00,2025-01-01,2025-01,9,Wednesday,0,06-11 Morning,Instagram,Carousel,Static image,Education,1,0,Other,Macro,3,418973,200k-1M,1547,137,272,937,36412,2893,1956,0.47,0.690498,7.945183,3.320334,2.573327,0.747006,0.37625,4.248599,6.90498,0.086908,24,21-30,730,Neutral,1,1
POST_02419,2025-01-01 21:29:00,2025-01-01,2025-01,21,Wednesday,0,18-23 Evening,Instagram,Carousel,Static image,Business,1,0,Other,Mid-tier,2,86643,50k-200k,1623,482,6,641,4296,2752,2111,2.44,3.176252,64.05959,15.060521,14.920857,0.139665,11.219739,37.77933,31.76252,0.049583,7,6-10,546,Negative,0,0
POST_01798,2025-01-01 22:26:00,2025-01-01,2025-01,22,Wednesday,0,18-23 Evening,Instagram,Photo,Static image,Health,1,1,Health,Macro,3,194910,50k-200k,1258,59,5,561,7966,1883,1322,0.68,0.966087,23.637961,7.105197,7.04243,0.062767,0.740648,15.792116,9.660869,0.04087,21,21-30,904,Neutral,1,1
POST_02370,2025-01-01 23:08:00,2025-01-01,2025-01,23,Wednesday,0,18-23 Evening,LinkedIn,Post,Text / long-form,Fashion,1,0,Other,Macro,3,476728,200k-1M,1267,26,43,65,20389,1401,1336,0.28,0.293878,6.871352,0.529697,0.318799,0.210898,0.12752,6.214135,2.938783,0.042769,4,1-5,349,Positive,1,0
POST_01291,2025-01-02 00:31:00,2025-01-02,2025-01,0,Thursday,0,00-05 Late night,Twitter,Poll,Story / interactive,Travel,1,0,Other,Macro,3,121654,50k-200k,4476,197,1481,177,53776,6331,6154,5.06,5.204103,11.77291,3.08316,0.329143,2.754017,0.366334,8.323416,52.041034,0.442041,15,11-20,994,Neutral,1,0
POST_02556,2025-01-02 02:44:00,2025-01-02,2025-01,2,Thursday,0,00-05 Late night,YouTube,Live,Live,Fitness,1,1,Fitness,Macro,3,257546,200k-1M,8170,904,52,1271,727376,10397,9126,3.54,4.036949,1.429385,0.181887,0.174738,0.007149,0.124282,1.123216,40.369487,2.824257,10,6-10,371,Positive,1,0
POST_02788,2025-01-02 03:55:00,2025-01-02,2025-01,3,Thursday,0,00-05 Late night,Instagram,Carousel,Static image,Education,1,0,Other,Macro,3,292342,200k-1M,6664,358,52,691,18507,7765,7074,2.42,2.656136,41.957097,4.014697,3.733722,0.280975,1.934403,36.007997,26.561356,0.063306,27,21-30,1093,Negative,0,1
POST_04412,2025-01-02 08:08:00,2025-01-02,2025-01,8,Thursday,0,06-11 Morning,Instagram,Reel,Short video,Business,0,0,Other,Macro,3,354253,200k-1M,6313,277,262,133,1852,6985,6852,1.93,1.971755,377.159827,21.328294,7.181425,14.146868,14.956803,340.87473,19.717546,0.005228,26,21-30,449,Neutral,1,0
POST_03624,2025-01-02 08:22:00,2025-01-02,2025-01,8,Thursday,0,06-11 Morning,TikTok,Stitch,Short video,Education,1,0,Other,Macro,3,335328,200k-1M,41010,243,436,1555,215386,43244,41689,12.43,12.89603,20.077442,0.924387,0.72196,0.202427,0.112821,19.040235,128.960302,0.642314,27,21-30,130,Positive,1,1
POST_03040,2025-01-02 09:15:00,2025-01-02,2025-01,9,Thursday,0,06-11 Morning,Facebook,Video,Short video,Fitness,1,1,Fitness,Macro,3,330794,200k-1M,2108,73,401,9,65749,2591,2582,0.78,0.783267,3.940744,0.623584,0.013688,0.609895,0.111028,3.206132,7.832669,0.198761,14,11-20,446,Positive,0,0
POST_01093,2025-01-02 09:16:00,2025-01-02,2025-01,9,Thursday,0,06-11 Morning,Facebook,Story,Story / interactive,Travel,1,0,Other,Macro,3,115968,50k-200k,7914,137,562,528,29978,9141,8613,7.43,7.882347,30.492361,3.636,1.761292,1.874708,0.457002,26.39936,78.823469,0.258502,22,21-30,97,Positive,0,0
POST_01830,2025-01-02 19:01:00,2025-01-02,2025-01,19,Thursday,0,18-23 Evening,Twitter,Poll,Story / interactive,Business,1,0,Other,Macro,3,221524,200k-1M,1184,72,141,451,92115,1848,1397,0.63,0.834221,2.006188,0.642675,0.489605,0.15307,0.078163,1.28535,8.342211,0.415824,26,21-30,848,Neutral,1,0
POST_03942,2025-01-03 01:01:00,2025-01-03,2025-01,1,Friday,0,00-05 Late night,TikTok,Duet,Short video,Entertainment,1,0,Other,Micro,1,42250,10k-50k,40234,85,4902,1598,204450,46819,45221,107.03,110.814201,22.899976,3.179261,0.781609,2.397652,0.041575,19.679139,1108.142012,4.839053,22,21-30,157,Negative,1,0
POST_01431,2025-01-03 01:31:00,2025-01-03,2025-01,1,Friday,0,00-05 Late night,Facebook,Live,Live,Fashion,1,0,Other,Macro,3,445913,200k-1M,7177,165,718,253,24186,8313,8060,1.81,1.864265,34.371124,4.014719,1.04606,2.96866,0.682213,29.674192,18.64265,0.054239,9,6-10,493,Neutral,0,1
POST_04274,2025-01-03 01:51:00,2025-01-03,2025-01,1,Friday,0,00-05 Late night,Facebook,Video,Short video,Education,1,0,Other,Macro,3,114404,50k-200k,1182,203,712,275,2683,2372,2097,1.83,2.073354,88.408498,36.787179,10.24972,26.537458,7.566157,44.055162,20.733541,0.023452,9,6-10,502,Neutral,1,0
POST_02035,2025-01-03 04:43:00,2025-01-03,2025-01,4,Friday,0,00-05 Late night,Facebook,Video,Short video,Food,1,0,Other,Macro,3,209675,200k-1M,258,163,431,156,62361,1008,852,0.41,0.480744,1.616395,0.941293,0.250156,0.691137,0.261381,0.41372,4.80744,0.297417,4,1-5,552,Positive,1,0
POST_02170,2025-01-03 07:41:00,2025-01-03,2025-01,7,Friday,0,06-11 Morning,Twitter,Poll,Story / interactive,Sports,1,1,Sports,Mid-tier,2,91345,50k-200k,205,144,1310,132,57202,1791,1659,1.82,1.960698,3.131009,2.520891,0.230761,2.29013,0.251739,0.358379,19.606985,0.626219,12,11-20,217,Positive,1,0
